web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,description-text,created-date
"1697042012-526","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10902612","AUDI A3 SPORTBACK - 30 TFSI - 115 PS","CH-AUDI/AMAG AUSLIEFERUNG – AUDI GRATISSERVICE 10 JAHRE / 100'000 KM – SEHR GEPFLEGT – MFK NEU – SERVICE NEU","CHF 19'950.–","10.2018","Limousine","36'015 km","Essence","Boîte manuelle","115 PS (85 kW)","Traction avant","6.6 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Neuhofweg 53, 4147 Aesch","Listing ID: 10902612","Nous parlons français. We speak english.

Willkommen und vielen Dank für Ihr Interesse!

• Mein Name ist Erich Scheurer. Seit 2010 habe ich über 1000 Fahrzeug an zufriedene Kunden verkauft. 

Mein Versprechen zu Ihrem Vorteil:

• Fair – Sicher - Bestpreis
• Qualitätsfahrzeuge einzeln und mit Sorgfalt ausgewählt. Ohne massive Vorschäden wie Unfall-, Hagel- oder Flutschaden
• Lückenlose Servicehistorie ohne Servicestau. MFK geprüft
• Für mehr Freude an Ihrer neuen Occasion: Bei jedem Fahrzeug investieren wir bis zu 6 Stunden für professionelle Innenreinigung, Lackpolitur und technischem Check
• Sparen Sie sich den Preis- und Verhandlungsstress: Mein fairer Bestpreis ist für Sie stets netto kalkuliert. Keine weiteren Zusatzkosten

Ergänzende Informationen zu diesem AUDI A3 30 TFSI: 

• Äusserst gepflegtes Fahrzeug I spritziger und sehr sparsamer 115 PS Motor I Umfangreiche Ausstattungen I Navigation I LED Scheinwerfer I Technikpaket I 16 Zoll Felgen AUDI I Lederausstattung I u.v.m
• Lückenlose Servicenachweise von AUDI I NEU AB SERVICE @HOFFMANN AUDI AESCH 
• AUDI Gratisservice 10 Jahre / 100'000 km ab 1ter Inverkehrsetzung
• Bereits mit sauberstem Abgascode EURO 6D
• Damaliger Bruttolistenpreis: Fr. 41’750.— I jetzt mit grossem Preisnachlass erhältlich
• Nichtraucher I Keine Gerüche im Innenraum I Keine Tiertransporte I unfallfrei
• 8-fach bereift: Alufelgen mit Winterreifen ca. 70 % Restprofil inklusive
• Neu MFK geprüft vor Verkauf

Garantie – Finanzierung – Eintausch 

• 12 Monate/20‘000 km Quality-1-Occasionsgarantie Q-Base (Motor/Getriebe) inklusive. Garantieerweiterung optional möglich
• Leasing und Finanzierungsmöglichkeiten, auch ohne Anzahlung: Gerne berate ich Sie
• Eintausch Ihres Fahrzeugs nach Absprache möglich
• 365 Tage freie Besichtigung der Fahrzeuge

Interessiert? 

Kontaktieren Sie mich bitte für eine persönliche Beratung und Termin unter 061 753 90 00

Beste Grüsse

Erich Scheurer","2023-09-30"
"1697042019-527","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-10549303","AUDI A3 1.4 TFSI Ambition","voiture CH, 1ère main freins neufs, service à jour, vendue expertisée du jour avec garantie, leasing possible, jantes origine","CHF 19'950.–","11.2015","Limousine","95'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","-","Oui","23.12.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","St-Hubert 151, 2854 Bassecourt","Listing ID: 10549303","Essai uniquement sur rendez-vous après avoir discuté des modalités de paiement et de reprise éventuelle. Forfait de livraison Fr. 350.-","2023-05-24"
"1697042028-528","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2014-occasion-10859854","AUDI A3 Cabriolet 1.8 TFSI Ambition S-tronic","Stato a nuovo , Neuzustand","CHF 19'990.–","07.2014","Cabriolet","80'000 km","Essence","Boîte manuelle automatisée","180 PS (132 kW)","Traction avant","5.8 l/100 km","Oui","14.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Via Segoma 7, 6825 Capolago","Listing ID: 10859854","Vendiamo in conto vendita bellissima Audi A3 Cabrio 1.8 TFSI Automatica.
Vettura molto ben tenuta , sia internamente come esternamente, non fumatore.
Molto ben accessoriata, con Navi , Interno alcantara, pacchetto S-Line interno ed esterno, cambio Tiptronic, sensori di parcheggio posteriori, Radio DAB, fari LED, Sedili riscaldati, volante multifunzione, bracciolo centrale, e molto altro.

Im Kundenauftrag zu verkaufen Neuwertiger Audi A3 Cabrio 1.8 TFSI Tiptronic.
Sehr gepflegtes Fahrzeug, innen sowie aussen , Nichtraucher.
Ausgestatte mit Navi, S-Line Packet innen und aussen, Leder alcantara, LED Scheinwerfer, Tiptronic Getriebe, Parksensoren hinten, Radio DAB, Sitzheizung,8 Fach, Mittelarmlehne, uvm.

Siamo un piccolo Garage familiare con più di 20 anni di esperienza nel settore , specializzati in Smart esclusive Garantite e ben tenute.
La nostra filosofia è basata sopratutto sulla fiducia , dove una stretta di mano ha ancora il suo valore.
Tutte le nostre vetture dormono sotto il loro pigiama al coperto.
Possibilità di consegna al proprio domicilio.

Wir sind ein kleines Familienbetrieb, spezialisiert auf Exclusive und gepflegten Smart..
Bei uns gilt noch ein Handschlag als Vertrag , da Vertrauen der Grundstein ist für jedes gute Geschäft.
Alle unsere Fahrzeuge sind schlafen in Ihrem Pigiama in unsere Halle.
Lieferung in der ganzen Schweiz möglich.

Parliamo Italiano
Wir sprechen Deutsch
Je parle Francais
We speak Englisch","2023-09-15"
"1697042037-529","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-9909344","AUDI A3 Sportback 2.0 TDI Ambiente quattro S-tronic","*** Alle Service bei AMAG ausgeführt *** wird bei Verkauf frisch ab MFK *** Navigationssystem *** Lederausstattung ***","CHF 19'990.–","12.2013","Limousine","99'000 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.7 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Asetstrasse 37d, 6438 Ibach","Listing ID: 9909344","* Alle Service bei AMAG ausgeführt
* Ausgezeichnete Partikelwerte siehe Foto 
* Wird bei Verkauf frisch ab MFK
* Lederausstattung 
* Navigationssystem

Falls Sie das Fahrzeug  besichtigen möchten, bitten wir um vorherige Terminabsprache, da alle Fahrzeuge Eingelagert sind.

Fahrzeug ist sauber eingelagert darum kostet die Probefahrt 50 Fr, diese wird dem Käufer bei Kauf gutgeschrieben. Wir danken für Ihr Verständnis.","2022-11-14"
"1697042046-530","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2014-occasion-10768704","AUDI A3 1.4 TFSI Ambiente","CH-Auto&Gratisservice! B&O/Sound Navigation Bluetooth/Telefonie Rückfahrkamera","CHF 19'995.–","08.2014","Limousine","66'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","-","Oui","01.08.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","(Navi)Schaffhauserstrasse 320 / Weinlandstrasse 4, 8452 Adlikon bei Andelfingen","Listing ID: 10768704","Schweizer Auslieferung! Mit Gratisservice! Sehr gepflegtes Fahrzeug!, Viel Zubehör wie: Bang&Olufsen/Soundsystem, Navigation, Rückfahrkamera, Bluetooth/Telefonie,, Media/In, Audi/Drive/Select, Leder, Sportsitze, Kreuzstützen, Sitzheizung, Tempomat, Klimaautomat,, 17'Alu, Multifunktionslenkrad, Parkdistanzkontrolle, Kindersitzvorrichtung ISOFIX usw., 12 Monate Garantie nach Absprache !, Alle Fahrzeuge können hinsichtlich Ausstattung, Modellbezeichnung, Motorisierung, Herstellergarantie, und Leistungen von der inserierten Ausstattung abweichen. Die Käuferschaft informiert und prüft, vor Ort selber über den Inhalt und Leistungen des Fahrzeuges.","2023-08-14"
"1697042053-531","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2014-occasion-9702478","AUDI A3 Cabriolet 2.0 TDI Ambition S-tronic","AUDI A3 Cabrio 2.0 TDI BV Automatique, 4 roues hiver,Non Fumeur, Propre, Crochet attelage + porte vélo original, Expertisée","CHF 19'999.–","07.2014","Cabriolet","90'500 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.7 l/100 km","Oui","16.03.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Chemin de la Charpente 3, 1219 Le Lignon / GE","Listing ID: 9702478","AUDI A3 Cabriolet 2.0 TDI BV Automatique, Toutes Options, ,4 roues hiver, Non-Fumeur, Propre, Crochet attelage + porte vélo, Expertisée","2022-11-14"
"1697042062-532","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-10473602","AUDI A3 Sportback 1.6 TDI","FRISCH AB SERVICE | FRISCH AB MFK | SEHR GEPFLEGTER ZUSTAND","CHF 19'999.–","02.2018","Limousine","93'300 km","Diesel","Boîte manuelle","116 PS (85 kW)","Traction avant","4.1 l/100 km","Oui","","Non","Non","","Bernstrasse 3, 4923 Wynau","Listing ID: 10473602","Herzlichen Dank für das Interesse an einem von unseren Fahrzeugen.

** FRISCH AB MFK
** FRISCH AB SERVICE
** Sehr gepflegter Zustand innen wie aussen

** Optional+ 1 JAHR oder 20 000 km GARANTIE auf Motor + Getriebe

Wir bitten Sie um telefonische Voranmeldung für Besichtigung und Probefahrt. Wir beraten Sie gerne und freuen uns über Ihren Besuch.

- individuelle Finanzierungslösung
- günstigste Konditionen
- schnelle & komfortable Abwicklung
- Eintausch, Leasing, Finanz. möglich

Trotz der grossen Sorgfalt sind Inseratsfehler nicht ausgeschlossen.
Irrtümer und Zwischenverkauf vorbehalten, Keine Gewähr für Ausstattungsdetails.","2023-04-27"
"1697042069-533","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10857545","AUDI A3 Sportback 1.5 TFSI S-tronic Design","","CHF 20'000.–","03.2018","Limousine","87'000 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5 l/100 km","Non","","Non","Non","","1004 Lausanne","Listing ID: 10857545","","2023-09-14"
"1697042076-534","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-10925674","AUDI A3 Sportback 2.0 TDI Ambition quattro S-tronic","","CHF 20'400.–","12.2015","Limousine","114'600 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.9 l/100 km","Oui","02.09.2021","Non","Non","","Bondastrasse 37, 7000 Chur","Listing ID: 10925674","Ritiro possibile Novembre 2023.","2023-10-08"
"1697042085-535","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10865712","AUDI A3 Sportback 35 TFSI Sport S-tronic ** Leder-Alcantara ** S-Line ** Frisch ab MFK und Service **","** CH-Fahrzeug ** Leder-Alcantara ** Navigation ** Xenon ** PDC.V+H ** Sitzheizung ** 16""Aluräder ** Tempomat **","CHF 20'500.–","08.2019","Limousine","72'000 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","7.3 l/100 km","Oui","18.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 15'000 km","Solothurnstrasse 162-164, 2540 Grenchen (SO)","Listing ID: 10865712","* Vielen Dank für Ihr Interesse an unseren
* Fahrzeugen Wir freuen uns auf Ihren Besuch.
* Bitte Telefonische Voranmeldung für Besichtigung und Probefahrt.
* Garantiert kein Unfallwagen
* CH Auto Aus erster Hand
* Modell 2019
* Sehr gepflegtes Fahrzeug
* Garantierte Kilometer
* Partikelfilter und Oxydationskatalysator
* 6 x Airbag * ABS * Servolenkung,
*Alcantara-/Leder Ausstattung mit Sitzheizung
* DVD-Navigationssystem Plus MMI/high
* Park Distance Control vorne+hinten
* Multifunctionlenkrad mit Tempomat & Wipschaltung
* Sequentielles 7-Gang-Getriebe mit Automatikfunktion
* Klimatisieurngautomatik * 16"" Aluräder
* Xenon* Regensensor * Dachreling Schwarz
* Elektrische Fensterheber vorne + hinten*Totwinkelassitent
* Mittelarmlehne vorne + hinten
* Zentralverriegelung mit Fernbedienung
* Radio CD Player * USB Aux
* Metallic-Farbe
* Ab MFK & Service
* Alle Service bei AUDI Händler durchgeführt
* Teilzahlung, Eintausch, Leasing , Finanz. möglich
* 12 Monate Garantie gegen Aufpreis 500. sfr","2023-09-18"
"1697042094-536","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10913735","AUDI A3 Sportback 35 TFSI S-tronic","Le véhicule est stationé à 1800 Vevey. Contrôlé de manière indépendante et transparente par des experts TCS.","CHF 20'500.–","10.2019","Limousine","77'923 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5.1 l/100 km","Oui","16.03.2021","Non","Oui","Dès la 1ère mise en circulation, 60 mois ou 100'000 km","Buholzstrasse 40, 6032 Emmen","Listing ID: 10913735","Bonjour et bienvenue au Touring Club Suisse (TCS) - votre partenaire neutre et compétent en matière de mobilité.

Le TCS a été mandaté par le propriétaire actuel du véhicule afin de pouvoir garantir une vente transparente et fiable de cette voiture. Ceci pour la protection de toutes les parties contractuelles. 

Le véhicule a été soumis au test TCS Occasion et le prix de vente a été déterminé en fonction de son état au moment de l'expertise.

Vous êtes intéressé par la voiture ci-dessus? Sur demande, nous vous communiquerons volontiers les coordonnées du propriétaire actuel et l'emplacement du véhicule afin que vous puissiez convenir d'une date de visite appropriée.

PS: Connaissez-vous déjà la garantie véhicule TCS / www.tcs.ch/garantie-vehicule? Cette garantie pour les véhicules d'occasion vous protège des futurs frais de réparation et vous permet de continuer à profiter de votre mobilité sans souci. Nous nous ferons un plaisir de vous conseiller.","2023-10-04"
"1697042103-537","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-10716041","AUDI A3 Sportback 1.8 TFSI Ambition quattro S-tronic","Adaptive cruise control* Paket Proline* MMI Navigation Plus* LED Scheinwerfer","CHF 20'500.–","08.2015","Limousine","102'935 km","Essence","Automatique","180 PS (132 kW)","4 roues motrices","6.5 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 3 mois","Benknerstrasse 20, 8730 Uznach","Listing ID: 10716041","[N7U] Sitzbezüge in Leder-Alcantara

Schöner Audi A3 steht für Sie bereit.  Wir freuen uns auf Ihren Besuch! Für eine Besichtigung bitte einen Termin mit unserem Verkaufsteam unter der Nummer 0552852075 oder per Mail vereinbaren!","2023-07-21"
"1697042110-538","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10811755","AUDI A3 Sportback 1.0 TFSI S-tronic","AMAG Auslieferung","CHF 20'750.–","11.2018","Limousine","80'200 km","Essence","Automatique","115 PS (85 kW)","Traction avant","4.5 l/100 km","Non","28.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois","Gwattstrasse 22-28, 3604 Thun","Listing ID: 10811755","","2023-08-30"
"1697042119-539","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-10848552","AUDI A3 Sportback 2.0 TDI Ambition quattro S-tronic","CH-Auto / ab AMAG-Service 05/23 / ab MFK / S-Line / Leder-Alcantara / Navi / PC v+h / Tempomat / DAB / etc.","CHF 20'893.–","03.2015","Limousine","87'998 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.9 l/100 km","Oui","12.08.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Bruggackerstrasse 19, 8552 Felben-Wellhausen","Listing ID: 10848552","Herzlich willkommen bei MB Dynamics GmbH

- alle Service bei AMAG
- letzter Service 05/2023 84'263 KM
- gültige MFK bis ca. 08/2025
- gepflegtes Fahrzeug

Ihr Interesse an unseren Fahrzeugen freut uns sehr. Einige Erläuterungen zu den wichtigsten Fragen:

Besichtigung: 

Wir bitten Sie höflich für eine Besichtigung vorab einen Termin zu vereinbaren, danke. – Visite(s) seulement sur rendez-vous, merci.

Verkaufspreise:

Unsere Verkaufspreise sind inklusive 7.7% Mehrwertsteuer, knapp kalkuliert und deshalb als NETTO (Festpreise / Fixpreise) zu verstehen.

Rufen Sie uns an +41 52 55 888 71 / WhatsApp +41 76 798 798 9

Irrtümer, Rechtschreibefehler und Zinssatzänderungen vorbehalten.","2023-09-12"
"1697042126-540","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-9102582","AUDI A3 Sportback 1.4 e-tron Ambition S-tronic","","CHF 20'900.–","10.2015","Limousine","96'500 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","204 PS (150 kW)","Traction avant","1.7 l/100 km","Non","01.04.2021","Non","Oui","À partir de la livraison du véhicule, 6 mois ou 5'000 km","Bahnhofplatz 8, 3414 Oberburg","Listing ID: 9102582","gut aber Teuer, gibt preis-leistungen bessere","2022-11-14"
"1697042133-541","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-9907897","AUDI A3 Sportback 2.0 TDI S-tronic","*Frisch ab MFK *Technikpaket*","CHF 20'900.–","04.2018","Limousine","91'000 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.4 l/100 km","Oui","25.10.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Murtenstrasse 45, 1784 Wallenried / Courtepin","Listing ID: 9907897","Très satisfais du véhicule et du service client.
Je recommande!","2022-11-14"
"1697042140-542","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-10800880","AUDI A3 Sportback 2.0 TDI Design quattro","","CHF 20'900.–","03.2017","Limousine","110'000 km","Diesel","Boîte manuelle","150 PS (110 kW)","4 roues motrices","4.8 l/100 km","Non","","Non","Oui","Dès la 1ère mise en circulation, 12 mois ou 20'000 km","VIA CANTONALE 1, 6814 CADEMPINO (TI)","Listing ID: 10800880","","2023-08-25"
"1697042147-543","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2014-occasion-10836439","AUDI A3 Cabriolet 1.4 TFSI Attraction S-tronic","","CHF 20'900.–","09.2014","Cabriolet","72'000 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.9 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Allmendstrasse 24, 8427 Rorbas","Listing ID: 10836439","Top service","2023-09-07"
"1697042154-544","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2017-occasion-10905086","AUDI A3 Sportback 2.0 TFSI Sport quattro S-tronic","ab MFK 06.10.2023 sehr gepflegt inkl. 4 Winterreifen","CHF 20'900.–","12.2017","Limousine","110'000 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","4 roues motrices","5.9 l/100 km","Oui","06.10.2023","Non","Non","","., 3700 Spiez","Listing ID: 10905086","frisch ab MFK (06.10.2023)
sehr gepflegt
8-fach bereift","2023-10-01"
"1697042161-545","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2014-occasion-10916479","AUDI A3 Cabriolet 1.8 TFSI Attraction S-tronic","ABT Tuning ab Werk,S-Line,Servicebuch","CHF 20'900.–","09.2014","Cabriolet","102'000 km","Essence","Boîte manuelle automatisée","180 PS (132 kW)","Traction avant","5.8 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 4 mois","Chamerstrasse 122, 6300 Zug","Listing ID: 10916479","Top! Herr Stegmann sehr freundlich","2023-10-05"
"1697042170-546","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-9663375","AUDI A3 35 TFSI","Ankauf von Autos u. Wohnmobilen/Eintausch CH-FZG. Werksgarantie Navi LED-Scheinwerfer aut. Abstandtemp. Navi Audi connect","CHF 20'997.–","02.2019","Limousine","57'214 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","5.5 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 3'000 km","Zollstrasse 33, 8240 Thayngen(SH)","Listing ID: 9663375","Ankauf ihres Fahrzeugs, Wohnmobils, VW California, Marco Polo
auch ohne Eintausch
Rufen sie uns an für eine unverbindliche Offerte:
Tel: 052/645`46`01

Die Fahrzeuge stehen nicht immer draussen, befinden sich z. T. in geschlossener Halle.
Bitte Tel. und Termin vereinbaren.

- Eintausch von Wohnmobilen, Wohnwagen
- Eintausch von California, Marco Polo
- Eintausch von Motorräder
- Eintausch von Booten, Motor- und Schlauchboote

Grosses Occasions-Wohnmobil- und California-Center
Immer bis zu 130 Wohnmobile, California und Marco Polo am Lager

Günstige Leasing- und Finanzierungskonditionen, kompetente und schnelle Abwicklung

CH-FZG., aus 1. Hand, Werksgarantie bis 02.2024 oder 100`000 km, Gratisservice 10 Jahre oder 100`000 km ab 1. Inv.setzung

Aut. Abstandtempomat ACC, Navi, DAB+, Sprachsteuerung, LED-Scheinwerfer, PDC vo/hi, Wireless Charging, Klimaaut., Audi connect, usw.

ACB GRUPPE - wenn Qualität entscheidet:

- TOP Auswahl unfallfreier Fahrzeuge
- moderne Werkstatt, geschultes Team
- Zukauf oder Eintausch Ihres Fahrzeuges
- günstige Leasing- und Finanzierungskonditionen
- seit 30 Jahren täglich für Sie da
- professionelle, faire und sichere Abwicklung

 Probefahrt?  Jetzt anrufen, wir freuen uns auf Sie!
Tel. 052 645'46'01

12 Monate Garantie nach Absprache gegen Aufpreis möglich

 Hinweis: Die effektive Ausstattung kann von der publizierten Ausstattung abweichen.
Vorbehältlich Irrtümer und Zwischenverkauf.","2022-11-14"
"1697042179-547","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-10841493","AUDI A3 Sportback 1.4 TFSI Ambition S-tronic","CH-Fahrzeug, S-Line Sportpaket, Abstandsregeltempomat, Parkpilot, Sitzheizung, Bang & Olufsen, Keyless-GO, DAB-Radio, etc.","CHF 20'999.–","11.2015","Limousine","72'013 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.9 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Bahnhofstrasse 54, 6312 Steinhausen","Listing ID: 10841493","• Fahrzeug ist in einem sehr gepflegten Zustand. 

• Fahrzeug ist Frisch ab Service

• Absolute Topausstattung..!!!

• Service gepflegt alle Service bei Audi

• Teilzahlung / Leasing / Eintausch möglich

• Monatliche Rate: CHF 245.-

• Ablieferungspauschale für CHF 500.- inkl. frisch ab MFK

• 12 Monate Occ. Garantie ab CHF 549.-

• alle Angaben ohne Gewähr

• ****Wir freuen uns auf Ihren Anruf****","2023-09-08"
"1697042188-548","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-10851920","AUDI A3 Sportback 1.4 TFSI Ambition S-tronic","Sehr gepflegter A3 1.4 Automat frisch ab MFK und Service zu verkaufen. Fahrzeug wird 8-fach bereift verkauft. Navi etc.","CHF 21'400.–","06.2015","Limousine","57'000 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","4.7 l/100 km","Oui","20.06.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Staatsstrasse 203, 9463 Oberriet SG","Listing ID: 10851920","Sehr gepflegter A3 1.4 Automat frisch ab MFK und Service zu verkaufen. Fahrzeug wird 8-fach bereift verkauft. Navi etc. Unsere Fahrzeuge können auch über eine Finanzierung, oder ein Leasing der Cembra Money Bank AG gekauft werden.Garage Scheiwiler GmbH 079 337 88 06/ 076 546 63 74/ 071 761 04 21. Weitere Infos auf unserer Homepage: https://www.garage-scheiwiler.ch","2023-09-13"
"1697042195-549","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10920410","AUDI A3 Sportback 2.0 TFSI Sport quattro S-tronic","","CHF 21'500.–","06.2018","Limousine","91'000 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","4 roues motrices","5.8 l/100 km","Non","","Non","Non","","Riva Paradiso 32A, 6900 Paradiso","Listing ID: 10920410","Batteria cambiata 2 mesi fa; cambio olio e servizio 90'000 km.","2023-10-06"
"1697042204-550","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2014-occasion-10828192","AUDI A3 Sportback 2.0 TDI Ambition quattro S-Tronic","","CHF 21'790.–","06.2015","Limousine","104'000 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.9 l/100 km","Oui","","Non","Non","","Im Grindel 39, 8932 Mettmenstetten","Listing ID: 10828192","- 8-fach bereift 
- Mit Standheizung und super Ausstattung.

Finanzierung willkommen.
Eintausch nach Übereinkunft möglich.

Wir freuen uns auf Ihre Kontaktaufnahme und sind für weitere Informationen sehr gerne für Sie da

Sportgarage Schweizer AG
Im Grindel 39
8932 Mettmenstetten

stop+go Partner. Das Amag-Servicekonzept für alle
VW Konzernmarken (VW, Audi, Seat, Cupra und Skoda)

APR Händler

VW Classic Parts Competence Center","2023-09-05"
