web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,description-text,created-date,prix-neuf
"1697476429-108","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2009-occasion-10793278","TOYOTA Yaris 1.3 Linea Luna","frisch ab MFK ab Service","CHF 4'900.–","03.2009","Petite voiture","161'000 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","25.08.2023","Non","Non","","Auriedstrasse. 67, 3178 bösingen","Listing ID: 10793278","Toyota Yaris 1.3
frisch ab MFK
ab Service


KUNDEN FAHRZEUG
078 924 55 71","2023-08-23","Non"
"1697476444-109","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2003-occasion-10642263","TOYOTA Yaris 1.0 Linea Sol","","CHF 4'900.–","10.2003","Petite voiture","74'200 km","Essence","Automatique","65 PS (48 kW)","Traction avant","5.6 l/100 km","Oui","28.04.2021","Non","Non","","Sumpfstrasse 32, 6312 Steinhausen","Listing ID: 10642263","Willkommen bei Diamond Stitch 

Top Gepflegtes CH-Fahrzeug beim Kauf möglich frisch ab MFK und Service.

Leasing, Finanzierung und Eintausch möglich.

Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können.
Trotz der grossen Sorgfalt sind Inserats Fehler nicht ausgeschlossen. Irrtümer und Zwischenverkauf 
vorbehalten, keine Gewähr für Ausstattungsdetails.","2023-06-24","Non"
"1697476457-110","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10861419","TOYOTA Yaris 1.4 D-4D Linea Luna","voiture en trés bon état Faible consommation taxation réduit 75 % sur les plaques","CHF 4'900.–","01.2006","Petite voiture","154'000 km","Diesel","Boîte manuelle","90 PS (66 kW)","Traction avant","4.5 l/100 km","Oui","17.01.2023","Non","Non","","4, chemin des Mésanges, 1032 Romanel-sur-Lausanne","Listing ID: 10861419","voiture en trés bon état 
Faible consommation
 taxation réduit 75 % sur les plaques","2023-09-15","Non"
"1697476470-111","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10848528","TOYOTA Yaris 1.3 Linea Sol","","CHF 4'900.–","09.2001","Petite voiture","133'000 km","Essence","Automatique","86 PS (63 kW)","Traction avant","6.7 l/100 km","Oui","28.11.2022","Non","Non","","Rue du Châble-Bet 30, 1920 Martigny","Listing ID: 10848528","","2023-09-12","Non"
"1697476483-112","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2011-occasion-10846577","TOYOTA Yaris 1.33 Linea Luna","","CHF 4'900.–","09.2011","Petite voiture","180'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.2 l/100 km","Oui","16.11.2022","Non","Non","","Alleeweg 45, 4932 Lotzwil","Listing ID: 10846577","Ein schönes Winter-Auto 
Ab MFK 
8-fach bereift","2023-09-11","Non"
"1697476496-113","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2009-occasion-10928388","TOYOTA Yaris 1.4 D-4D Linea Sol","Expertise du jour / service à jour / garantie 12 mois T Roues été et hiver","CHF 4'900.–","03.2009","Petite voiture","172'000 km","Diesel","Boîte manuelle","90 PS (66 kW)","Traction avant","4.2 l/100 km","Oui","12.10.2023","Non","Non","","Route de Fribourg 87, 1634 La Roche","Listing ID: 10928388","Super sympa prix rcorrect  tres professionnels merci","2023-10-09","Non"
"1697476511-114","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10742337","TOYOTA Yaris 1.3 Linea Luna","Gepflegtes CH-Fahrzeug, Diverse Kratzen, Nichtraucher, Keine Tiere, Frisch Ab MFK & Frisch Ab Service, Klima.","CHF 4'900.–","07.2004","Petite voiture","104'000 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","5.8 l/100 km","Oui","18.04.2023","Non","Oui","À partir de la livraison du véhicule, 1 mois ou 1'600 km","Hauserstrasse 7, 5242 Lupfig","Listing ID: 10742337","Willkommen bei Quali-Auto Occasionen, Ihr Interesse an unserem Fahrzeugen freut uns sehr.
FÜR ALLE FAHRZEUGE GILT:
-Volltank
-Autobahn-Vignette
-*NEU* bei Online kauf, Gratis Lieferung
-Heimlieferung in Ganzen Schweiz 200.- Pauschal.","2023-08-03","Non"
"1697476526-115","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10934116","TOYOTA Yaris 1.0 Linea Luna","*Top Occasion* Ab MFK und Service! Eintausch und 12 Mt. Garantie möglich!","CHF 4'900.–","10.2004","Petite voiture","74'000 km","Essence","Boîte manuelle","65 PS (48 kW)","Traction avant","5.6 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 10'000 km","Tössallmend 1, 8413 Neftenbach","Listing ID: 10934116","Vielen Dank für Ihr Interesse an einem unserer Fahrzeuge.Wir haben ständig über 60 gepflegte Occasionen aller Marken an Lager.Fahrzeuge bereits ab Fr. 1'500.- mit MFK bei uns erhältlich. Eintausch jederzeit gerne Willkommen.Wir freuen uns auf Ihren Kontakt ihr Neftenbach Cars Team.","2023-10-11","Non"
"1697476541-116","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2007-occasion-10911718","TOYOTA Yaris 1.3 16V Linea Sol","","CHF 4'900.–","11.2005","Petite voiture","111'000 km","Essence","Automatique","87 PS (64 kW)","Traction avant","5.8 l/100 km","Oui","15.12.2022","Non","Oui","À partir de la livraison du véhicule, 3 mois","Grepperstrasse 86-92, 6403 Küssnacht am Rigi","Listing ID: 10911718","Offizielle Toyota Vertretung:
Wir sind offizeller Toyota Vertragspartner am Standort Küssnacht und Baar.

Toyota Service-aktivierte 10-Jahres-Garantie:
Nach der Werksgarantie von 3 Jahren (bis max. 100’000 km) verlängert sich Ihre Garantie nach jedem Service beim offiziellen Toyota Partner, automatisch um ein weiteres Jahr (max. bis 185’000 km innert 10 Jahren). So können Sie Ihren Toyota während Jahren sorglos fahren.

Kontaktperson:
Ihre Kontaktperson für dieses Fahrzeug ist
Peter Reichlin senior / 041 854 77 88","2023-10-03","Non"
"1697476557-117","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2002-occasion-10832713","TOYOTA Yaris 1.5 TS","Frisch ab MFK | Frisch ab Service","CHF 4'990.–","02.2002","Petite voiture","151'300 km","Essence","Boîte manuelle","106 PS (78 kW)","Traction avant","6.9 l/100 km","Oui","25.08.2023","Non","Non","","Zofingerstrasse 16, 4665 Oftringen","Listing ID: 10832713","Vielen Dank für Ihr Interesse an unserem Fahrzeug. Wir freuen uns über Ihren Besuch. Gerne beantworten wir Fragen telefonisch oder bei der Besichtigung. Für eine Besichtigung und oder eine Probefahrt sind wir froh, wenn Sie sich telefonisch voranmelden.

- Gepflegtes Fahrzeug
- Frisch ab MFK
- Frisch ab Service

Eintausch bei uns möglich. Finanzierung möglich.
Heimlieferung möglich.","2023-09-06","Non"
"1697476572-118","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10931703","TOYOTA Yaris 1.3 Linea Luna","Frisch ab MFK | Automat","CHF 4'990.–","07.2015","Petite voiture","148'500 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","5.8 l/100 km","Oui","10.10.2023","Non","Non","","Zofingerstrasse 16, 4665 Oftringen","Listing ID: 10931703","Vielen Dank für Ihr Interesse an unserem Fahrzeug. Wir freuen uns über Ihren Besuch. Gerne beantworten wir Fragen telefonisch oder bei der Besichtigung. Für eine Besichtigung und oder eine Probefahrt sind wir froh, wenn Sie sich telefonisch voranmelden.

- Gepflegtes Fahrzeug
- Frisch ab MFK
- Schwelle hat eine leichte Beule 

Eintausch bei uns möglich. Finanzierung möglich.
Heimlieferung möglich.","2023-10-10","Non"
"1697476585-119","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2010-occasion-10938397","TOYOTA Yaris 1.33 Linea Luna Multimode","","CHF 4'990.–","06.2010","Petite voiture","128'913 km","Essence","Boîte manuelle automatisée","99 PS (73 kW)","Traction avant","5.1 l/100 km","Oui","31.05.2023","Non","Non","","Westring 9, 5502 Hunzenschwil","Listing ID: 10938397","Ab MFK
2---Zundschlüssel","2023-10-12","Non"
"1697476598-120","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2009-occasion-10428565","TOYOTA Yaris 1.33 Linea Luna","","CHF 4'999.–","12.2009","Petite voiture","153'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.1 l/100 km","Oui","11.04.2023","Non","Non","","Dennliweg.31B, 4900 Langenthal","Listing ID: 10428565","MFK.11.04.2023.","2023-04-12","Non"
"1697476611-121","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10805307","TOYOTA Yaris 1.3 Chic","Frisch ab MFK + Service","CHF 4'999.–","02.2008","Petite voiture","112'500 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","11.07.2023","Non","Oui","À partir de la livraison du véhicule, 2 mois ou 2'000 km","3008 Bern","Listing ID: 10805307","","2023-08-28","Non"
"1697476626-122","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2009-occasion-10833002","TOYOTA Yaris 1.33 Linea Terra","*** FRISCH AB MFK // FRISCH AB SERVICE // GETRIEBE REVIDIERT // NEUE KUPPLUNG // ***","CHF 4'999.–","11.2009","Petite voiture","112'000 km","Essence","Boîte manuelle","101 PS (74 kW)","Traction avant","5.1 l/100 km","Oui","","Non","Non","","Mülibachstrasse 3, 8107 Buchs","Listing ID: 10833002","*** FRISCH AB MFK // FRISCH AB SERVICE // GETRIEBE REVIDIERT // NEUE KUPPLUNG // ***

- Motor: Stark wie immer, unzerstörbar im Kern
- Getriebe: Frisch revidiert, neuer Schwung mit neuer Kupplung
- Karosserie: Charaktervolle leichte Spuren von Abenteuern
- Innenraum: Liebevoll gepflegt, leichte Geschichten erzählende Spuren

Ein treues Familienmitglied auf vier Rädern, bereit für gemeinsame Erlebnisse!

FRISCH AB MFK UND SERVICE WIRD BEI Übergabe gemacht. Warte Zeit nach kauf 10-15 Werkstagen","2023-09-06","Non"
"1697476641-123","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2011-occasion-10495252","TOYOTA Yaris 1.33 Linea Sol","Modell 2012. Frisch ab MFK & Service. Klimaanlage. 8 fachbereift. gut Zustand Mémoriser","CHF 4'999.–","12.2011","Petite voiture","127'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.1 l/100 km","Oui","27.09.2022","Non","Non","","Schwarzenburgstrasse 842, 3145 Niederscherli ( BERN )","Listing ID: 10495252","Deutsch :
-Versicherung und Einlösung ist bei unserer Dienstleistung inklusive ! 
-Terminen sind nur nach vereinbarung !
-Wir kaufen alle PKW, SUV, Nutzfahrzeuge, LKW, Baumaschinen, SCHWEIZWEIT Autoankauf aller Marken ! 

- Français : 
-L'assurance et l'immatriculation sont inclus dans notre service ! 
-visites sont sur rendez-vous uniquement !
-Achats de Véhicules de Tourismes, 4x4, Utilitaires, Camions, Toutes Marques.","2023-05-04","Non"
"1697476654-124","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2007-occasion-10530225","TOYOTA Yaris 1.3 Linea Luna","Kompakter Kleinwagen frisch ab MFK und Service. 8-fach bereift.","CHF 5'000.–","01.2007","Petite voiture","146'500 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 5'000 km","Seestrasse 67, 3800 Interlaken","Listing ID: 10530225","Fahrzeug ist innen und aussen in einem gepflegten zustand.
wird vor Übergabe frisch vorgeführt
8-fach bereift.","2023-05-16","Non"
"1697476667-125","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2005-occasion-10891418","TOYOTA Yaris 1.5 TS","","CHF 5'200.–","05.2005","Petite voiture","106'700 km","Essence","Boîte manuelle","105 PS (77 kW)","Traction avant","7 l/100 km","Oui","10.11.2021","Non","Non","","Buchenhagstrasse 4, 8156 Oberhasli","Listing ID: 10891418","Frisch Mfk und Service, gepflegtes Auto.","2023-09-26","Non"
"1697476680-126","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-limousine-2006-occasion-10712062","TOYOTA Yaris 1.3 Linea Sol","Top Zustand regelmäßig Service Frisch ab MFK Frisch ab Service Umtausch ist möglich","CHF 5'300.–","06.2006","Limousine","71'000 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Non","22.06.2023","Non","Non","","Aeussere Luzernerstrasse 16, 4665 Oftringen","Listing ID: 10712062","Top Zustand regelmäßig Service 
Frisch ab MFK 
Frisch ab Service 
Umtausch ist möglich","2023-07-19","Non"
"1697476695-127","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10930393","TOYOTA Yaris 1.3 Linea Luna","","CHF 5'300.–","08.2008","Petite voiture","93'500 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","01.02.2023","Non","Non","","Mädergutstrasse 59, 3018 Bern","Listing ID: 10930393","Verkaufe Toyota Yaris von meinem Grossmutter 08.2008 jg hat Sie das Auto neu gekauft bei Toyota Garage neu bis dahin hat Sie alle Service auch dort Service gemacht sehr gepfelgt kein Raucher oder Tierauto für weitere Fragen anrufen 0799009977 
Preis ist Verhandelbar","2023-10-10","Non"
"1697476708-128","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2007-occasion-10829764","TOYOTA Yaris 1.4 D-4D Linea Luna","Automat,Diesel,Frisch MFK.","CHF 5'500.–","05.2007","Petite voiture","103'000 km","Diesel","Automatique","90 PS (66 kW)","Traction avant","4.5 l/100 km","Oui","05.09.2023","Non","Non","","Sankt Gallerstrasse 346, 8409 winterthur","Listing ID: 10829764","Top","2023-09-05","Non"
"1697476721-129","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2013-occasion-10942606","TOYOTA Yaris 1.33 Luna","","CHF 5'500.–","12.2013","Petite voiture","182'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.4 l/100 km","Non","23.12.2019","Non","Non","","Rheinweg 9, 8200 Schaffhausen","Listing ID: 10942606","vorne rechts ein kleiner Schaden vorhanden (siehe Fotos)","2023-10-14","Non"
"1697476734-130","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10942610","TOYOTA Yaris 1.3 Linea Luna","","CHF 5'600.–","03.2008","Petite voiture","156'000 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","20.10.2023","Non","Non","","Lochgraben 1, 3185 Schmitten","Listing ID: 10942610","Für Ocasionsautos Reparaturen und Pneuwrchsel , und Kaufen","2023-10-14","Non"
"1697476747-131","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2000-occasion-10043187","TOYOTA Yaris 1.3 Linea Sol","Top gepflegt! 1. Hand! Schönster Yaris Europas; Nichtraucher! Fahrzeug ist wie NEU !!!","CHF 5'700.–","09.2000","Petite voiture","65'600 km","Essence","Boîte manuelle","86 PS (63 kW)","Traction avant","6 l/100 km","Oui","02.06.2023","Non","Non","","Renzligenstr. 6, 6260 Reidermoos","Listing ID: 10043187","- 8 Aluräder","2022-11-21","Non"
"1697476760-132","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2010-occasion-10895859","TOYOTA Yaris 1.33 Linea Luna","","CHF 5'750.–","02.2010","Petite voiture","122'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.1 l/100 km","Oui","30.08.2023","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 3'000 km","Zürichstrasse 7, 8185 Winkel","Listing ID: 10895859","Achtung der Händler beharrt bei Leasingfahrzeugen auf sein Vorkaufsrecht und ...","2023-09-28","Non"
"1697476773-133","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2007-occasion-10899911","TOYOTA Yaris 1.3 Linea Luna","","CHF 5'800.–","05.2007","Petite voiture","147'500 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Non","28.08.2023","Non","Non","","Am Sagenbach 2, 6033 Buchrain","Listing ID: 10899911","","2023-09-29","Non"
"1697476788-134","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2007-occasion-10704670","TOYOTA Yaris 1.3 Linea Luna","","CHF 5'850.–","10.2007","Petite voiture","130'000 km","Essence","Automatique","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","","Non","Non","","Rothenring 11, 6015 Luzern","Listing ID: 10704670","AB MFK & SERVICE / TOP ANGEBOT / CH FAHRZEUG / GUTEM ZUSTAND / AUTOMAT / KLIMA / TEMPOMAT / AUX / GARANTIE-OPTIONAL / 8-FACHBEREIFT UVM...

Grüezi und herzlich willkommen bei HSF Automobile.

Vielen Dank für Ihr Interesse an unserem Fahrzeug. 

Selbstverständlich ein Leasing so wie Finanzierung und faire Eintausch möglich.

Bei weiteren Fragen sind wir gerne von Montag bis Samstag während unseren Geschäftszeiten für Sie da.

Kontakt: 041 933 33 43 

*TROZT DER GROSSEN SORGFALT SIND INSERATSFEHLER NICHT AUSGESCHLOSSEN.
*IRRTÜMER RECHTHS-SCHREIBFEHLER, ZINSSATZ-ÄNDERUNGEN, UND ZWISCHENVERKAUF VORBEHALTEN, KEINE GEWÄHR FÜR AUSSTATTUNGSDETAILS","2023-07-17","Non"
"1697476801-135","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2010-occasion-9184269","TOYOTA Yaris 1.4 D-4D Linea Luna","Véhicule accidentée","CHF 5'900.–","02.2010","Petite voiture","90'239 km","Diesel","Boîte manuelle","90 PS (66 kW)","Traction avant","4.2 l/100 km","Non","17.07.2020","Oui","Non","","Les Vernettes 14A, 1566 St-Aubin","Listing ID: 9184269","Véhicule accidentée","2022-11-14","Non"
"1697476814-136","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10176449","TOYOTA Yaris 1.3 Linea Sol","","CHF 5'900.–","11.2004","Petite voiture","95'000 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","5.8 l/100 km","Oui","26.01.2023","Non","Non","","Dorfstrasse 43, 3513 Bigenthal","Listing ID: 10176449","Mittelständischer Familienbetrieb mit Werkstatt und grosser Auswahl von Occasion ...","2023-01-16","Non"
"1697476827-137","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2010-occasion-10861395","TOYOTA Yaris 1.33 Look Multimode","","CHF 5'900.–","06.2010","Petite voiture","125'000 km","Essence","Boîte manuelle automatisée","99 PS (73 kW)","Traction avant","5.1 l/100 km","Oui","15.10.2021","Non","Non","","Mettstrasse 93, 2504 Biel","Listing ID: 10861395","Auto wird frisch geprüft.8 Fach berieft","2023-09-15","Non"
"1697476840-138","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10759030","TOYOTA Yaris 1.3 Linea Sol","Expertise et service du jour, voiture très fiable, très économique, pneus hiver neufs","CHF 5'900.–","07.2006","Petite voiture","103'000 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","10.08.2023","Non","Non","","Route Industrielle 2, 1880 Bex","Listing ID: 10759030","Expertise et service du jour, voiture très fiable, très économique, pneus hiver neufs","2023-08-10","Non"
"1697476853-139","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10914316","TOYOTA Yaris 1.3 City","","CHF 5'900.–","08.2008","Petite voiture","83'500 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","12.10.2021","Non","Non","","Chemin de la Rottaz 6, 1816 Chailly-Montreux","Listing ID: 10914316","Expertise du jour
Service du jour
Garantie","2023-10-04","Non"
"1697476866-140","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2005-occasion-10876965","TOYOTA Yaris 1.3 Linea Sol","frisch ab MFK ab Service 8fach bereift","CHF 5'900.–","12.2005","Petite voiture","96'000 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","11.05.2023","Non","Non","","Auriedstrasse. 67, 3178 bösingen","Listing ID: 10876965","Toyota Yaris 1.3 
frisch ab MFK
ab Service
8fach bereift","2023-09-21","Non"
"1697476879-141","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10936847","TOYOTA Yaris 1.3 Linea Luna","","CHF 5'900.–","01.2008","Petite voiture","83'300 km","Essence","Boîte manuelle","87 PS (64 kW)","Traction avant","6 l/100 km","Oui","25.07.2023","Non","Non","","Industriestrasse 11, 8625 Gossau ZH","Listing ID: 10936847","Service Gepflegtes Fahrzeug Ab Service und MFK","2023-10-12","Non"
"1697476894-142","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2012-occasion-10931097","TOYOTA Yaris 1.33 Style","","CHF 5'900.–","03.2012","Petite voiture","111'000 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.5 l/100 km","Oui","23.03.2023","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 3'000 km","Niederfeldweg 2a, 3752 Wimmis","Listing ID: 10931097","Herzlich Willkommen bei The CarNet by Garage Gnägi AG in Wimmis

Unsere Fahrzeuge sind alle frisch ab MFK und falls fällig ab fachmännischem Service
Auf Wunsch liefern wir die Fahrzeuge achtfach bereift
Wir verfügen über eine eigene professionelle Werkstatt
Wir bieten 3 bis 36 Monate Garantie
Gerne berechnen und organisieren wir Ihnen Leasing und Finanzierungsmöglichkeiten
Wir sprechen deutsch. We speak english. Nous parlons français

Besten Dank für Ihr Interesse an einem unserer Fahrzeuge www.thecarnet.ch","2023-10-10","Non"
"1697476907-143","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10914563","TOYOTA Yaris 1.3 Linea Sol","Ab MFK, sparsamer Kleinwagen mit Klimaanlage, Automat, diverse Gebrauchsspuren siehe Fotos, 8-fach bereift!!!","CHF 5'900.–","05.2006","Petite voiture","92'000 km","Essence","Boîte manuelle automatisée","87 PS (64 kW)","Traction avant","5.8 l/100 km","Oui","17.03.2023","Non","Non","","Hinterfeldstrasse 68, 4242 Laufen","Listing ID: 10914563","","2023-10-04","Non"
"1697476922-144","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2012-occasion-10878170","TOYOTA Yaris 1.33 Luna","","CHF 5'900.–","09.2012","Petite voiture","133'585 km","Essence","Boîte manuelle","99 PS (73 kW)","Traction avant","5.4 l/100 km","Oui","19.06.2023","Non","Non","","Sternenstrasse, 8002 Zürich","Listing ID: 10878170","Toyota Yaris 1.33 Luna, grau metallic, im Gute Zustand. Angenehmes und komfortable Fahren.

Von Privatperson, 2. Besitzer, nicht Raucher.

Unfallfrei, jedoch mit Gebrauch Spuren.

Frisch ab MFK (Juni 2023). Neue Hinterbremsen.

8-fach berieft mit neuwertige Winterreifen. Inklusive neue Winterketten.

Rückfahrkamera und Navi, auch Bluetooth. 2 Schlüssel.

Benzin Verbrauch: 5.4 l / 100 Km.

Wir verkaufen unseren lieben Toyota, da unsere Familie grösser geworden ist. Trotz der Geräumigkeit, ist der Platz nicht ausreichend.   

Ideal als erst Fahrzeug für Neuelenker.","2023-09-21","Non"
