web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,description-text,created-date
"1697021036-11","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2009-occasion-10789067","VOLVO XC60 2.4D AWD","","CHF 8'500.–","01.2009","SUV / Tout-terrain","214'513 km","Diesel","Boîte manuelle","163 PS (120 kW)","4 roues motrices","7.5 l/100 km","Oui","","Non","Non","","Zürichstrasse 105, 8606 Nänikon","Listing ID: 10789067","Mit frisch mfk","2023-08-22"
"1697021043-12","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10933134","VOLVO XC60 2.4D AWD Summum Geartronic","","CHF 8'900.–","04.2010","SUV / Tout-terrain","211'000 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","7.5 l/100 km","Non","","Non","Non","","Bahnhofstrasse 18 5242 Lupfig, 5242 Lupfig","Listing ID: 10933134","CH-Fahrzeug
1hand
Unfallfrei
Nichtraucher
Sehr gefleckt","2023-10-11"
"1697021511-13","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2009-occasion-10895561","VOLVO XC60 2.4D AWD Kinetic Geartronic","Gepflegtes Fahrzeug | Frisch ab MFK | Automat | 8-fach bereift","CHF 8'990.–","08.2009","SUV / Tout-terrain","217'700 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","7.5 l/100 km","Oui","27.09.2023","Non","Non","","Zofingerstrasse 16, 4665 Oftringen","Listing ID: 10895561","Vielen Dank für Ihr Interesse an unserem Fahrzeug. Wir freuen uns über Ihren Besuch. Gerne beantworten wir Fragen telefonisch oder bei der Besichtigung. Für eine Besichtigung und oder eine Probefahrt sind wir froh, wenn Sie sich telefonisch voranmelden.

- Gepflegtes Fahrzeug
- Automat
- Tempomat 
- Letzter Service bei 212500 km 
- Zahnriemen ersetzt bei 177300 km 

Eintausch bei uns möglich. Finanzierung möglich.
Heimlieferung möglich.","2023-09-28"
"1697021519-14","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10033092","VOLVO XC60 2.4D Momentum","Parksensoren, Elektrische Heckklappe, Tempomat uvm!!","CHF 9'000.–","02.2010","SUV / Tout-terrain","231'000 km","Diesel","Boîte manuelle","175 PS (129 kW)","Traction avant","6 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 3'000 km","Heimiswilstrasse, 3400 Burgdorf","Listing ID: 10033092","Ablieferungspauschale CHF 550.-.","2022-11-17"
"1697021527-15","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2009-occasion-10456350","VOLVO XC60 D5 AWD Kinetic Geartronic","Frisch ab M.F.K.","CHF 9'150.–","04.2009","SUV / Tout-terrain","230'415 km","Diesel","Automatique","185 PS (136 kW)","4 roues motrices","8.3 l/100 km","Oui","18.04.2023","Non","Non","","Buchenhagstrasse 2/4, 8156 Oberhasli","Listing ID: 10456350","Frisch ab Service.
Zahnriemen bei 165430Km ers.wurde.","2023-04-21"
"1697021991-16","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2011-occasion-10813400","VOLVO XC60 D3 AWD Momentum","im Kundenauftrag: MFK 7.2023 / Navi / fährt einwandfrei (siehe Beschreibung)","CHF 9'400.–","10.2011","SUV / Tout-terrain","232'800 km","Diesel","Boîte manuelle","163 PS (120 kW)","4 roues motrices","5.7 l/100 km","Oui","19.07.2023","Non","Non","","Rötzmattweg 55, 4600 Olten","Listing ID: 10813400","im Kundenauftrag (hat bereits neues Fahrzeug bei uns gekauft)
fährt einwandfrei / alles funktioniert bestens / war kürzlich bei Volvo Garage für Rückrufaktion Volvo / Zahnriemen bei Km 199000 ersetzt / wurde kürzlich frisch poliert (Keramikpolierung)
da momentan Betriebsferien sind nur Termine auf Anfrage möglich.","2023-08-30"
"1697022244-17","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10883916","VOLVO XC60 2.4D AWD Geartronic","Service Gepflegt / Klimaanlage / Tempomat / Leder / Gepflegtes Fahrzeuge","CHF 9'500.–","01.2011","SUV / Tout-terrain","215'800 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","7.5 l/100 km","Non","23.12.2020","Non","Non","","Fabrikstrasse 6, 8340 Hinwil","Listing ID: 10883916","Service Gepflegt / Klimaanlage / Tempomat / Leder / Gepflegtes Fahrzeuge / EINTAUSCH MÖGLICH



Besten Dank für Ihr Interesse an einem unserer Fahrzeuge. Gerne stehen wir Ihnen für eine unverbindliche Beratung oder eine 
Probefahrt zur Verfügung.

****Wichtig****

Bei Interesse für eine Probefahrt bitte Termin vereinbaren.

Besten Dank…","2023-09-23"
"1697022251-18","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10837949","VOLVO XC60 D5 AWD Summum Geartronic","14.04.2022 expertiser…","CHF 9'800.–","09.2010","SUV / Tout-terrain","188'000 km","Diesel","Automatique","205 PS (151 kW)","4 roues motrices","7.5 l/100 km","Non","","Non","Non","","Ch de cudrex 9, 1030 Bussigny","Listing ID: 10837949","Expertise 14.04.2022……","2023-09-07"
"1697022260-19","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2012-occasion-10894007","VOLVO XC60 D5 AWD Momentum Geartronic","Roule très bien, services suivis, expertisée Mars 2022, 2 clés, B05.","CHF 9'800.–","10.2012","SUV / Tout-terrain","221'000 km","Diesel","Automatique","215 PS (158 kW)","4 roues motrices","6.8 l/100 km","Oui","14.03.2022","Non","Non","","Rue de Plaisance 10, 1227 Carouge","Listing ID: 10894007","Roule très bien, services suivis, courroie de distribution faite à 180000km en 2019, 2 jeux de pneus sur jantes, 2 clés, gps, cuir, radar de recul, B05, divers touches. 
Voiture se trouve au 
Route du Nant-d’Avril 58
1214 Vernier","2023-09-27"
"1697022267-20","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10197182","VOLVO XC60 D5 AWD Kinetic Geartronic","Frisch ab Service und MFK","CHF 9'900.–","06.2010","SUV / Tout-terrain","188'500 km","Diesel","Automatique","205 PS (151 kW)","4 roues motrices","7.5 l/100 km","Non","26.01.2023","Non","Non","","Fehlwiesstrasse 1, 8580 Amriswil","Listing ID: 10197182","Ich kann die ACA AG, Amiriswil nur empfehlen. Habe ein Auto (Occasion) gekauft ...","2023-01-24"
"1697022274-21","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2009-occasion-10879205","VOLVO XC60 D5 AWD","","CHF 9'900.–","11.2009","SUV / Tout-terrain","211'237 km","Diesel","Automatique","205 PS (151 kW)","4 roues motrices","7.5 l/100 km","Oui","19.01.2023","Non","Non","","Wahligenstrasse, 6023 Rothenburg","Listing ID: 10879205","","2023-09-22"
"1697022286-22","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2009-occasion-10654491","VOLVO XC60 2.4D AWD Momentum Geartronic","Frisch ab MFK, Frisch ab Service, Winterbereifung, Tempomat, Sitzheizung, Anhängerkupplung, Klima, CD, uvm","CHF 9'900.–","06.2009","SUV / Tout-terrain","218'000 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","8.3 l/100 km","Oui","02.05.2022","Non","Non","","Neugasse 13, 9444 Diepoldsau","Listing ID: 10654491","Willkommen bei Auto RiKu AG, wir bedanken uns für Ihr Interesse.

Für Besichtigungen bitten wir Sie um telefonische Terminvereinbarung, um Ihnen genug Zeit widmen zu können.

Wissenswertes zum Fahrzeug:

- Volvo XC60 2.4D AWD
- CH Fahrzeug
- Frisch ab MFK
- Frisch ab Service
- Zahnriemen + Wasserpumpe ersetzt
- 8-fach bereift

- Top Ausstattung (Tempomat, Sitzheizung, AUX, Klimaautomatik, uvm)

————————————————————

Sie möchten ein Fahrzeug eintauschen ?
Senden Sie uns Fotos vom Fahrzeug und dessen Fahrzeugausweis per Email oder ganz bequem per WhatsApp an: +41768199435

Folgende Dienstleistungen sind optional möglich:

- Schweizweite Lieferung 400CHF
- Politur inkl. Versiegelung 300CHF

Leasing | Finanzierung | Versicherungsvermittlung

Wir sprechen : Deutsch / English / Francais / Shqip

Trotz sorgfältiger Kontrolle der Inhalte übernehmen wir keine Haftung für eventuelle Eingabefehler in der Anzeige.","2023-06-28"
"1697022293-23","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2009-occasion-10729522","VOLVO XC60 2.4D AWD Kinetic Geartronic","CH-Fahrzeug, Wir freuen uns auf Ihren Besuch.","CHF 9'900.–","12.2009","SUV / Tout-terrain","204'800 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","7.5 l/100 km","Oui","","Non","Non","","St. Gallerstrasse 7, 8352 Elsau ZH","Listing ID: 10729522","Sehr gepflegtes Fahrzeug! frisch ab Service und MFK!","2023-07-27"
"1697022311-24","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10925796","VOLVO XC60 D5 AWD R-Design Geartronic","Frisch mfk und Service","CHF 10'499.–","11.2010","SUV / Tout-terrain","190'000 km","Diesel","Automatique","205 PS (151 kW)","4 roues motrices","7 l/100 km","Oui","08.10.2023","Non","Non","","Schlossstrasse 61, 8207 Schaffhausen","Listing ID: 10925796","CH Fahrzeug 1 Hand
Lauft einwandfrei 
Service regelmässig bei volvo garage gemacht 
8 fachbreift 
Nicht Raucher Fahrzeug 
Kleine Gebrauch Sporen am sonst ist alles top

WIR ZEIGEN IHNEN GERNE DAS AUTO AN 

IHR PS HORSES GARAGE TEAM","2023-10-08"
"1697022318-25","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10556098","VOLVO XC60 D5 AWD Summum Geartronic","","CHF 10'500.–","03.2010","SUV / Tout-terrain","194'000 km","Diesel","Automatique","205 PS (151 kW)","4 roues motrices","7.5 l/100 km","Non","26.07.2021","Non","Non","","Hauptstrasse, 9553 Bettwiesen","Listing ID: 10556098","Herr Nabil war sehr höflich und entgegenkommend. Fahrzeug frisch ab Service und ...","2023-05-25"
"1697022337-26","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2011-occasion-10797340","VOLVO XC60 DRIVe R-Design","Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Leder / Navigation / Gepflegtes Fahrzeuge","CHF 10'500.–","09.2011","SUV / Tout-terrain","148'300 km","Diesel","Boîte manuelle","163 PS (120 kW)","Traction avant","5.7 l/100 km","Oui","","Non","Non","","Fabrikstrasse 6, 8340 Hinwil","Listing ID: 10797340","Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Navigation / Gepflegtes Fahrzeuge EINTAUSCH MÖGLICH



Besten Dank für Ihr Interesse an einem unserer Fahrzeuge. Gerne stehen wir Ihnen für eine unverbindliche Beratung oder eine 
Probefahrt zur Verfügung.

****Wichtig****

Bei Interesse für eine Probefahrt bitte Termin vereinbaren.

Besten Dank…","2023-08-24"
"1697022345-27","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2009-occasion-10509492","VOLVO XC60 2.4D Summum","","CHF 10'800.–","10.2009","SUV / Tout-terrain","138'800 km","Diesel","Boîte manuelle","175 PS (129 kW)","Traction avant","6 l/100 km","Oui","12.01.2021","Non","Non","","Am Dorfbach 26, 8308 Illnau","Listing ID: 10509492","Habe meinen Fiat 500 1.2 zum Service vorbeigebracht. Den Termin konnte ich sogar ...","2023-05-09"
"1697022352-28","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2011-occasion-10827630","VOLVO XC60 D3 AWD R-Design Geartronic","CH-Fahrzeug,R-Design Neu Ab MFK (Service gepflegt.","CHF 10'800.–","12.2011","SUV / Tout-terrain","241'500 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","6.8 l/100 km","Oui","04.09.2023","Non","Non","","Hauptstrasse 72, 4461 Böckten","Listing ID: 10827630","Leasing oder Finanzierung möglich
Eintausch möglich
Alle Fahrzeuge sind bei uns garantiert unfallfrei
Die Zufriedenheit unserer Kunden
ist uns sehr wichtig","2023-09-04"
"1697022359-29","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2011-occasion-10925788","VOLVO XC60 D3 AWD OceanRace Geartronic","","CHF 10'900.–","10.2011","SUV / Tout-terrain","147'000 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","6.8 l/100 km","Oui","17.02.2022","Non","Non","","Haupstrasse 18, 5502 Hunzenschwil","Listing ID: 10925788","","2023-10-08"
"1697022366-30","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2013-occasion-10613081","VOLVO XC60 D5 AWD Kinetic Geartronic","Ab mfk Service","CHF 10'900.–","07.2013","SUV / Tout-terrain","209'345 km","Diesel","Automatique","215 PS (158 kW)","4 roues motrices","6.8 l/100 km","Oui","26.07.2023","Non","Non","","MEISENWEG 10, 3292 Busswil b  Büren","Listing ID: 10613081","Cette voiture et expertise du jour service","2023-06-14"
"1697022410-31","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2011-occasion-10901808","VOLVO XC60 D5 AWD R-Design Geartronic","","CHF 10'900.–","03.2011","SUV / Tout-terrain","231'000 km","Diesel","Automatique","205 PS (151 kW)","4 roues motrices","7 l/100 km","Non","","Non","Non","","Zweiengasse 6, 4133 Pratteln","Listing ID: 10901808","Zu Verkaufen Steht ein sehr Gepflegter Volvo XC60 R-Design mit Top Ausstattung.

CH Fahrzeug  I  Komplett Bremsen Neu I  Service Gepflegt  I  8 Fach Bereift Alu I  Zahnriemen schon ersetzt 

!! KUNDEN AUFTAG !!

Für weitere fragen und Besichtigungen den Kunden Persönlich Kontaktieren !!
Tel: 0764280682","2023-09-29"
"1697022416-32","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2012-occasion-10849618","VOLVO XC60 D3 AWD Kinetic Geartronic","4x4 automatique bon état, expertise du jour courroie de distribution et pompe à eau changées","CHF 11'200.–","05.2012","SUV / Tout-terrain","169'250 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","6.8 l/100 km","Non","12.09.2023","Non","Non","","Rue St.Maurice 1, 2852 Courtételle (ju)","Listing ID: 10849618","Nous a accueilli très chaleureusement A été attentif à l’ensemble de nos besoin ...","2023-09-12"
"1697022435-33","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10925436","VOLVO XC60 D5 AWD Summum Geartronic","","CHF 11'300.–","10.2010","SUV / Tout-terrain","185'000 km","Diesel","Automatique","205 PS (151 kW)","4 roues motrices","7 l/100 km","Oui","08.09.2023","Non","Non","","Mühlegasse 7, 4552 Derendingen","Listing ID: 10925436","Guten Tag
Das Auto ist vollständig und sauber, Alle Fz. Papiere vorhanden und in Ordnung.
Es ist nahezu vollausgestattet und ohne bekannte Probleme.
Klimakompressor, Klimakühler und Wasserkülher sind neu.(kein Unfall)
Bremsscheiben und Beläge hinten neu, vorne Bremsbeläge neu.


Bitte keine Anrufe WAS IST DER LETZTE PREISS","2023-10-08"
"1697022442-34","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10456043","VOLVO XC60 D3 AWD Kinetic","Auto wird verkauft mit frisch ab mfk","CHF 11'400.–","10.2010","SUV / Tout-terrain","170'787 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","7 l/100 km","Oui","02.05.2023","Non","Non","","Witzbergstrasse 5F, 8330 Pfäffikon","Listing ID: 10456043","Kod gospodina Murati sam kupio Ford Focus 2009, uz dogovor napravio mi je i novi ...","2023-04-21"
"1697022449-35","https://www.autoscout24.ch/fr/voitures/volvo--xc60?cond=49&make=81&model=559&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2010-occasion-10910587","VOLVO XC60 D3 AWD Momentum Geartronic","Frisch MFK","CHF 11'500.–","07.2010","SUV / Tout-terrain","171'279 km","Diesel","Automatique","163 PS (120 kW)","4 roues motrices","7 l/100 km","Oui","03.10.2023","Non","Non","","Gaswerkstrasse 2, 8952 Schlieren (Zürich)","Listing ID: 10910587","** TOP ANGEBOT.
** Frisch MFK 03.10.2023
** Service gepflegt.
** Ab Platz ohne Garantie","2023-10-03"
