web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,created-date,new-price,description-text
"1698000321-44","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10663738","SKODA Octavia 2.0 TDI Ambiente","","CHF 2'000.–","10.2008","Break","350'000 km","Diesel","Boîte manuelle automatisée","140 PS (103 kW)","Traction avant","6.1 l/100 km","Non","02.02.2020","Non","Non","","industriestrasse 100, 3178 bösingen","Listing ID: 10663738","2023-07-02","Non","lauft sehr gute"
"1698000334-45","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10821749","SKODA Octavia 1.9 TDI Classic","Abplatz, für den Export.Motorlampe leuchtet, hat keine volle Leistung.Fahrbar","CHF 2'100.–","08.2008","Break","295'000 km","Diesel","Boîte manuelle","105 PS (77 kW)","Traction avant","5.4 l/100 km","Non","19.08.2020","Non","Non","","Emausstrasse 1, 5621 Zufikon","Listing ID: 10821749","2023-09-02","Non","Abplatz, für den Export.
Motorlampe leuchtet, hat keine volle Leistung"
"1698000347-46","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2013-occasion-10734052","SKODA Octavia Combi 1.8 TSI Ambition 4x4","","CHF 2'150.–","05.2009","Break","188'500 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.7 l/100 km","Non","","Non","Non","","Im Hackacker 23, 8902 Urdorf","Listing ID: 10734052","2023-07-29","Non",""
"1698000360-47","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10831914","SKODA Octavia Combi 1.2 TSI Elegance","","CHF 2'200.–","06.2011","Break","252'000 km","Essence","Boîte manuelle","105 PS (77 kW)","Traction avant","5.8 l/100 km","Non","","Non","Non","","Chli Ebnet 1, 6403 Küssnacht am Rigi","Listing ID: 10831914","2023-09-06","Non","Drosselklappe ist defekt"
"1698000373-48","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2009-occasion-10901975","SKODA Octavia Combi 1.4 TSI Ambiente","","CHF 2'290.–","10.2009","Break","231'000 km","Essence","Boîte manuelle","122 PS (90 kW)","Traction avant","6.3 l/100 km","Non","11.03.2022","Non","Non","","Bielstrasse 10a, 2545 Selzach","Listing ID: 10901975","2023-09-29","Non","Das Auto in gutem Zustand und fahrbar, Service regelmässig,Klimaanlage, hat noch MFK."
"1698000388-49","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2001-occasion-10232056","SKODA Octavia 1.8 Turbo Elegance","Frisch ab MFK 01.02.2023","CHF 2'300.–","11.2001","Break","263'423 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","8 l/100 km","Oui","01.02.2023","Non","Non","","Bernstrasse 229, 4852 rothrist","Listing ID: 10232056","2023-02-04","Non","Frisch ab MFK. Läuft gut. 4fach bereift mit Felgen wo auf Fotos sichtbar sind. .

FÜR BESICHTIGUNGEN BITTE 1-2 STUNDEN BEVOR SIE KOMMEN ANRUFEN

-- 

SUPER EINTAUSCH OFFERTEN
-- ANKAUF VON ALLE FAHRZEUGEN
-- 50 GÜNSTIGE OCCASIONEN AB  1000.-FR AM LAGER 
-- FAST ALLE FAHRZEUGEN FRISCH AB MFK
-- FÜR FAHRZEUGEN UNTER 10 JAHREN QUALITY ONE GARANTIE MÖGLICH
-- Dank unserer zentraler Lage, 2 kilometer von autobahn ausfahrt OLTEN, ROTHRIST. wir sind von überall her gut und schnell erreichbar. 
Von Basel, Zürich, Luzern, Bern in 30 minuten erreichbar.

Irrtümer und Zwischenverkauf vorbehalten, keine Haftung für Druck und Schreibfehler. Alle Angaben ohne Gewähr"
"1698000401-50","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10853568","SKODA Octavia 2.0 TFSI RS","","CHF 2'300.–","02.2008","Break","271'000 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Non","06.12.2021","Non","Non","","Märkiweg 3, 5502 Hunzenschwil","Listing ID: 10853568","2023-09-13","Non","FAHRBAR"
"1698000414-51","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2009-occasion-10743328","SKODA Octavia Combi 1.8 TSI Adventure 4x4","fix preis","CHF 2'300.–","04.2009","Break","220'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.7 l/100 km","Oui","","Non","Non","","Hauptstrasse 51, 6418 6418 Rothenthurm","Listing ID: 10743328","2023-08-03","Non",""
"1698000427-52","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2007-occasion-10850264","SKODA Octavia 2.0 TDI Laurin & Klement","Das Fahrzeug hat Hagelschaden","CHF 2'300.–","09.2007","Break","351'674 km","Diesel","Boîte manuelle automatisée","140 PS (103 kW)","Traction avant","6.1 l/100 km","Non","16.03.2021","Non","Non","","Seetalstrasse 215, 6032 Emmen","Listing ID: 10850264","2023-09-12","Non",""
"1698000440-53","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2007-occasion-10949502","SKODA Octavia 2.0 TDI Adventure 4x4","","CHF 2'300.–","07.2007","Break","250'000 km","Diesel","Boîte manuelle","140 PS (103 kW)","4 roues motrices","6.3 l/100 km","Non","17.10.2020","Non","Non","","Alpsteinstrasse 56, 9100 Herisau","Listing ID: 10949502","2023-10-17","Non","Läuft einwandfrei zu info jederzeit"
"1698000453-54","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2006-occasion-10557960","SKODA OCTAVIA 1.9 TDI DSG Automat","","CHF 2'400.–","11.2006","Break","212'000 km","Diesel","Automatique","-","4 roues motrices","-","Non","13.03.2019","Non","Non","","Route de la Pisciculture 39, 1700 Fribourg","Listing ID: 10557960","2023-05-26","Non","1.9 TDI 
DSG Automatic 
Anhängerkupplung 
Das Fahrzeug ist in guter zustand"
"1698000466-55","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-cabriolet-2007-occasion-10687116","SKODA Octavia 2.0 TFSI RS","IM Auftrag 079 434 39 33 Motor läuft sehr gut","CHF 2'499.–","03.2007","Cabriolet","204'425 km","Hybride léger essence/électrique","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Non","01.11.2020","Non","Non","","Schürmatt 3, 6247 Schötz beim LANDI und ALDI (Kanton Luzern)","Listing ID: 10687116","2023-07-10","Non","IM Auftrag 079 434 39 33
Motor läuft sehr gut"
"1698000479-56","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2004-occasion-10898053","SKODA Octavia 1.6 Ambiente","Zuverlässiges Arbeitsauto ab MFK.","CHF 2'499.–","02.2004","Break","169'000 km","Essence","Boîte manuelle","102 PS (75 kW)","Traction avant","7.2 l/100 km","Oui","07.09.2022","Non","Non","","Seetalstrasse 41, 8280 Kreuzlingen","Listing ID: 10898053","2023-09-28","Non","Ab mfk. Rechte Seite Beule siehe Bilder bitte"
"1698000492-57","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2007-occasion-10438667","SKODA Octavia 1.9 TDI Swiss Adventure 4x4","","CHF 2'500.–","01.2007","Break","187'556 km","Diesel","Boîte manuelle","105 PS (77 kW)","4 roues motrices","6.1 l/100 km","Non","02.12.2020","Non","Non","","Bielstrasse 49, 3900 Gamsen","Listing ID: 10438667","2023-04-15","Non","Tacho keine Beleuchtung
Elektrische Probleme 
Fix preis"
"1698000505-58","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2009-occasion-10448597","SKODA Octavia Combi 1.8 TSI 50Years 4x4","Kupplung defekt . Embrayage défectueux .","CHF 2'500.–","09.2009","Break","275'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.7 l/100 km","Oui","12.02.2023","Non","Non","","Bernstrasse 242,, 4852 Rothrist ( AG )","Listing ID: 10448597","2023-04-19","Non","Kupplung defekt .
Embrayage défectueux ."
"1698000518-59","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2007-occasion-10960324","SKODA Octavia 2.0 TFSI RS","","CHF 2'500.–","03.2007","Break","239'000 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Non","24.03.2023","Non","Non","","Märkiweg 3, 5502 Hunzenschwil","Listing ID: 10960324","2023-10-20","Non","KUPPLUNG DEFFEKT AB MFK"
"1698000533-60","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-1999-occasion-10888478","SKODA Octavia 1.8 SLX","Frisch ab mfk","CHF 2'500.–","09.1999","Break","179'385 km","Essence","Automatique","125 PS (92 kW)","Traction avant","9.4 l/100 km","Oui","18.09.2023","Non","Non","","Bahnhofstrasse 41, 6244 Nebikon","Listing ID: 10888478","2023-09-25","Non","Frisch ab mfk 18.09.23 sehr vieles wurde ersetzt. 
FÜR BESICHTIGUNGEN BITTE 1-2 STUNDEN BEVOR SIE KOMMEN ANRUFEN-- FAHRZEUGEINTAUSCH – KEIN PROBLEM, um Ihnen ein Eintauschangebot zu unterbreiten, bitten wir um folgende Angaben: Kopie FahrzeugausweisKilometerstand Auflistung von bekannte MängelPreisvorstellung?- Letzter Mfk?Fotos Innen und Aussen-- ANKAUF VON ALLE FAHRZEUGEN-- FAST ALLE FAHRZEUGEN FRISCH AB MFK -- FÜR FAHRZEUGEN UNTER 10 JAHREN QUALITY ONE GARANTIE MÖGLICH-- Dank unserer zentraler Lage, 3 kilometer von autobahn ausfahrt DAGMERSELLEN  wir sind von überall her gut und schnell erreichbar .Irrtümer und Zwischenverkauf vorbehalten, keine Haftung für Druck und Schreibfehler. Alle Angaben ohne Gewähr"
"1698000548-61","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10952930","SKODA Octavia 1.9 TDI Adventure 4x4","","CHF 2'500.–","04.2008","Break","157'000 km","Diesel","Boîte manuelle","105 PS (77 kW)","4 roues motrices","6.1 l/100 km","Non","17.09.2020","Non","Non","","8134 Adliswil","Listing ID: 10952930","2023-10-18","Non","Das Auto steht in der Stadt Langnau am Albis (8135)

Mechanische ist im gut Zustand, lückenlos Serviceheft, der Zahnriemen und Wasser Pumpe sind beim 111000 im 2016 ersetzt Worden,

Der Interieurs ist ok 

Die Carrassorie hat Roststellen am Schwelle und Rad Lauf wie die Bremsen hinten sind verrostet 

Stahlfelgen mit Winterreifen ( nicht gut)

Alufelgen mit Sommerreifen"
"1698000561-62","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2009-occasion-10629336","SKODA Octavia Combi 1.4 TSI Ambiente","","CHF 2'600.–","08.2009","Break","185'000 km","Essence","Boîte manuelle","122 PS (90 kW)","Traction avant","6.3 l/100 km","Non","","Non","Non","","Route du Moulin 67, 3977 Granges","Listing ID: 10629336","2023-06-20","Non","Problème turbo, reste en bonne état"
"1698000574-63","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2005-occasion-10843849","SKODA Octavia 1.9 TDI Elegance","","CHF 2'600.–","05.2005","Break","333'000 km","Diesel","Boîte manuelle automatisée","105 PS (77 kW)","Traction avant","6 l/100 km","Non","04.09.2019","Non","Non","","Witzbergstrasse 5L, 8330 Pfäffikon ZH","Listing ID: 10843849","2023-09-10","Non",""
"1698000587-64","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2007-occasion-10863389","SKODA Octavia 2.0 TDI RS","","CHF 2'600.–","01.2007","Break","289'500 km","Diesel","Boîte manuelle","170 PS (125 kW)","Traction avant","5.8 l/100 km","Non","15.02.2021","Non","Non","","Mühlenstrasse 1, 8587 Oberaach","Listing ID: 10863389","2023-09-16","Non","2 Schlüssel"
"1698000600-65","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2006-occasion-10618831","SKODA Octavia 2.0 TDI Elegance","","CHF 2'700.–","04.2006","Break","250'000 km","Diesel","Boîte manuelle automatisée","140 PS (103 kW)","Traction avant","6.1 l/100 km","Non","12.02.2020","Non","Non","","Route du Moulin 67, 3977 Granges","Listing ID: 10618831","2023-06-16","Non",""
"1698000613-66","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-limousine-2008-occasion-10962460","SKODA Octavia 1.9 TDI Ambiente DSG","MOTOR Lauft nicht-Automatic Getreibe GSD-MFK 14.03.2022","CHF 2'790.–","10.2008","Limousine","300'000 km","Diesel","Boîte manuelle automatisée","105 PS (77 kW)","Traction avant","6.1 l/100 km","Non","14.03.2022","Non","Non","","Oltenstrasse 26, 4702 Oensingen","Listing ID: 10962460","2023-10-21","Non",""
"1698000626-67","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2001-occasion-10038110","SKODA Octavia 1.8 Turbo Laurin & Klement","","CHF 2'799.–","02.2001","Break","236'233 km","Essence","Automatique","150 PS (110 kW)","Traction avant","9.2 l/100 km","Oui","18.11.2022","Non","Non","","Industriering 73, 4227 Büsserach","Listing ID: 10038110","2022-11-19","Non","* Mit Frisch   M.F.K
 * Mit Frisch Service 
* Mit  Sitzheiszung 
*Mit  8x fachbereift 
 EURO . 4"
"1698000639-68","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2006-occasion-10757664","SKODA Octavia 1.9 TDI Adventure 4x4","","CHF 2'800.–","06.2006","Break","126'000 km","Diesel","Boîte manuelle","105 PS (77 kW)","4 roues motrices","6 l/100 km","Non","","Non","Non","","Route d'Oron 102, 1000 Lausanne","Listing ID: 10757664","2023-08-09","Non",""
"1698000652-69","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2006-occasion-10805535","SKODA Octavia 1.9 TDI Adventure 4x4","","CHF 2'800.–","11.2006","Break","188'026 km","Diesel","Boîte manuelle","105 PS (77 kW)","4 roues motrices","6.1 l/100 km","Non","27.05.2019","Non","Non","","Route du Moulin 67, 3977 Granges","Listing ID: 10805535","2023-08-28","Non","Bonne état. Roule bien."
"1698000665-70","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10890666","SKODA Octavia 2.0 TDI RS","","CHF 2'800.–","02.2008","Break","329'000 km","Diesel","Boîte manuelle","170 PS (125 kW)","Traction avant","5.8 l/100 km","Non","","Non","Non","","Chli Ebnet 1, 6403 Küssnacht am Rigi","Listing ID: 10890666","2023-09-26","Non",""
"1698000678-71","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10951758","SKODA Octavia Combi 1.8 TSI Swiss Adventure 4x4","","CHF 2'800.–","07.2011","Break","148'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.7 l/100 km","Non","10.10.2020","Non","Non","","Kreuzfeldstrasse 2, 5644 Auw (Kanton Aargau)","Listing ID: 10951758","2023-10-18","CHF 38'680","Motor läuft auf 3 Zylindern"
"1698000691-72","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-limousine-occasion-10958703","SKODA OCTAVIA","","CHF 2'800.–","08.2005","Limousine","230'541 km","Diesel","Automatique","105 PS (77 kW)","Traction avant","-","Non","03.06.2020","Non","Non","","Zürichstrasse 98, 3360 Herzogenbuchsee","Listing ID: 10958703","2023-10-20","Non",""
"1698000704-73","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10839314","SKODA Octavia 1.9 TDI Elegance","***AB MFK 9.2022***läuft super***Klima***Automat***","CHF 2'800.–","03.2008","Break","321'500 km","Diesel","Boîte manuelle","105 PS (77 kW)","Traction avant","5.4 l/100 km","Oui","02.09.2022","Non","Non","","Bösch 63, 6331 Hünenberg","Listing ID: 10839314","2023-09-08","Non","netter Skoda Kombi
läuft super
mit Klima
Automat
Motor und Getriebe ist in Ordnung
MFK 2.9.2022

Wünschen Sie eine Besichitgung oder Probefahrt..:??...Rufen Sie uns an!!"
"1698000717-74","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2007-occasion-10444163","SKODA Octavia 2.0 TFSI RS","","CHF 2'900.–","08.2007","Break","239'000 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Non","04.06.2019","Non","Non","","Höndlenstrasse 7, 6274 Eschenbach","Listing ID: 10444163","2023-04-17","Non","Ab platz"
"1698000730-75","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10665016","SKODA Octavia 2.0 TDI Adventure 4x4","B04","CHF 2'900.–","09.2008","Break","250'000 km","Diesel","Boîte manuelle","140 PS (103 kW)","4 roues motrices","6.3 l/100 km","Non","14.04.2020","Non","Non","","Widenholzstrasse 4, 8305 Dietlikon","Listing ID: 10665016","2023-07-03","Non","B04 MIT KLIMA AB PLATZ"
"1698000743-76","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2009-occasion-10772630","SKODA Octavia Combi 1.8 TSI Swiss Adventure 4x4","","CHF 2'900.–","05.2009","Break","180'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.7 l/100 km","Non","15.04.2021","Non","Non","","Rte d'Evian 100, 1860 Aigle","Listing ID: 10772630","2023-08-15","Non",""
"1698000756-77","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10875333","SKODA Octavia Combi 1.8 TSI Adventure 4x4","","CHF 2'900.–","03.2011","Break","144'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.7 l/100 km","Non","21.08.2019","Non","Non","","Route Industrielle 17, 1806 St-Légier-La Chiésaz","Listing ID: 10875333","2023-09-21","Non","Skoda Octavia C 1.8 4X4 
Boîte manuelle 6 vitesses 
Climatisation 
Radio cd aux 
B5a 
Témoin moteur allumé"
"1698000769-78","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10875363","SKODA Octavia 2.0 TDI Swiss Adventure 4x4","","CHF 2'900.–","11.2006","Break","171'450 km","Diesel","Boîte manuelle","140 PS (103 kW)","4 roues motrices","6.3 l/100 km","Non","23.09.2020","Non","Non","","Bielstrasse 18, 3902 Glis","Listing ID: 10875363","2023-09-21","Non",""
